,dr7objid,ra,dec,rastring,decstring,sample,gz2_class
38729,587738946148302965,189.0135040283203,39.04672622680664,12:36:03.24,+39:02:48.2,original,Sb?t
38731,587736525373898958,216.4833221435547,6.672488689422607,14:25:56.00,+06:40:21.0,original,Sc
38735,587734305955119282,341.45849609375,0.9367191791534424,22:45:50.04,+00:56:12.2,stripe82,Er
38751,587729746837569706,229.3324432373047,0.9585166573524476,15:17:19.79,+00:57:30.7,original,SBc2l
38752,587742578068947064,223.44235229492188,16.798229217529297,14:53:46.16,+16:47:53.6,original,Sb(r)
38759,587729408082575885,256.1294860839844,34.07244110107422,17:04:31.08,+34:04:20.8,original,Ei
38761,587732484901765217,201.2715301513672,49.93579864501953,13:25:05.17,+49:56:08.9,original,Sb2t(r)
38786,587739407292301697,119.23316192626952,16.2237606048584,07:56:55.96,+16:13:25.5,original,Ei
38808,587736753548034505,253.3602294921875,24.34152030944824,16:53:26.46,+24:20:29.5,original,Er
38840,587725041163829395,175.9004364013672,-1.9750416278839111,11:43:36.10,-01:58:30.1,original,Ei
38841,587739406790426854,207.51060485839844,32.48038101196289,13:50:02.55,+32:28:49.4,original,Ei
38851,587733412064788716,237.3798370361328,41.9603271484375,15:49:31.16,+41:57:37.2,original,Er
38855,588297864184987765,150.8721923828125,41.9416389465332,10:03:29.33,+41:56:29.9,original,SBc?t
38879,587739408408707162,227.2933807373047,28.39232635498047,15:09:10.41,+28:23:32.4,original,Er
38909,587726015626280991,226.783447265625,2.1150014400482178,15:07:08.03,+02:06:54.0,original,SBb2t(r)
38911,587741725501030510,175.2366180419922,24.07691192626953,11:40:56.79,+24:04:36.9,original,SBb?t
38916,587729746838159649,230.75631713867188,0.990501880645752,15:23:01.52,+00:59:25.8,original,Sb?t
38917,588298663579353254,203.63992309570312,46.31819152832031,13:34:33.58,+46:19:05.5,original,SBb?t
38929,588017721180815478,181.59661865234372,42.57979965209961,12:06:23.19,+42:34:47.3,original,Er
38940,587739646737580208,148.53048706054688,26.480091094970703,09:54:07.32,+26:28:48.3,original,SBb2t
38944,587742627447963663,214.9375457763672,14.548197746276855,14:19:45.01,+14:32:53.5,original,Er
39005,588018254827159631,229.37820434570312,44.16865158081055,15:17:30.77,+44:10:07.1,original,Sb2t
39017,588016525560840303,151.5126953125,38.68036651611328,10:06:03.05,+38:40:49.3,original,SBb2m
39034,588010360152195206,162.06898498535156,5.389736175537109,10:48:16.56,+05:23:23.1,original,Sb?t(r)
39056,587742578064359582,212.7073211669922,18.84865379333496,14:10:49.76,+18:50:55.2,original,SBc?t
39057,588017713661018284,215.4034423828125,49.469329833984375,14:21:36.83,+49:28:09.6,original,Sb
39083,587739408386228299,166.6368865966797,34.58267974853516,11:06:32.85,+34:34:57.6,original,SBb?t(r)
39094,588018056197898573,243.7824249267578,34.50446701049805,16:15:07.78,+34:30:16.1,original,Ei
39095,587742014898831494,195.57449340820312,22.86206817626953,13:02:17.88,+22:51:43.4,original,SBc
39102,587739304224227573,204.91949462890625,33.68933868408203,13:39:40.68,+33:41:21.6,original,SBb2t(r)
39106,587733608548728881,236.0049743652344,47.03431701660156,15:44:01.19,+47:02:03.5,extra,Ser
39114,587731185121165522,339.357421875,-0.910431981086731,22:37:25.78,+00:54:37.6,stripe82,Sb?t
39115,588017949350625365,180.4231719970703,43.169803619384766,12:01:41.56,+43:10:11.3,extra,Sb1t(r)
39124,587735347500744808,183.4148406982422,14.244095802307127,12:13:39.56,+14:14:38.7,original,Sb2t
39126,587736478130241755,222.6681671142578,10.023950576782228,14:50:40.36,+10:01:26.2,original,Sb
39133,587739115781685410,141.4831085205078,29.657997131347656,09:25:55.95,+29:39:28.8,original,Sc?t
39141,587729229297615021,236.0623321533203,57.89064025878906,15:44:14.96,+57:53:26.3,original,Sb2t(r)
39145,587731500793856160,146.27188110351562,51.380367279052734,09:45:05.25,+51:22:49.3,original,Sb
39151,588023668102004895,193.6316680908203,18.882673263549805,12:54:31.60,+18:52:57.6,original,SBb2m
39170,588017713656365150,199.19276428222656,52.6274299621582,13:16:46.26,+52:37:38.7,original,Ec
39249,587728930265563290,127.18399047851562,41.311431884765625,08:28:44.16,+41:18:41.2,original,Sb?m
39255,587737810108023033,123.10782623291016,53.32058334350586,08:12:25.88,+53:19:14.1,original,Sc?t
39259,587733081346080882,169.56329345703125,54.56149291992188,11:18:15.19,+54:33:41.4,original,Sb(r)
39265,587736525369573600,206.5439910888672,7.366966247558594,13:46:10.56,+07:22:01.1,original,Sb(r)
39270,587735430151602355,188.85662841796875,49.94924545288086,12:35:25.59,+49:56:57.3,original,Er
39283,587741533302095992,122.6662826538086,15.244075775146484,08:10:39.91,+15:14:38.7,original,Sb1t
39287,587735347491831887,162.3718719482422,13.128353118896484,10:49:29.25,+13:07:42.1,original,Sb2t(r)
39301,587735660479643825,161.85836791992188,38.99052810668945,10:47:26.01,+38:59:25.9,original,SBc
39310,587738196657307850,132.3737335205078,63.39533615112305,08:49:29.70,+63:23:43.2,original,Ei
39315,588010879836487818,188.39715576171875,5.51681661605835,12:33:35.32,+05:31:00.5,original,SBc?t
39317,588015508751777877,43.982330322265625,-0.3834050595760345,02:55:55.76,+00:23:00.3,stripe82,Sb?m
39329,587742774557474895,177.13104248046875,17.376625061035156,11:48:31.45,+17:22:35.8,extra,Sb(r)
39331,587742572148162709,169.30032348632812,19.02838516235352,11:17:12.08,+19:01:42.2,original,Sb?t
39332,587742010044711208,125.52059173583984,12.173644065856934,08:22:04.94,+12:10:25.1,original,Ei
39348,587742062140850326,170.44436645507812,22.322481155395508,11:21:46.65,+22:19:20.9,original,Sc
39354,587739380455899358,230.4139404296875,25.536191940307617,15:21:39.35,+25:32:10.3,original,SBb2t(r)
39373,587729231445426322,254.4065704345703,38.78297424316406,16:57:37.58,+38:46:58.7,original,Ei
39379,588017947736539290,170.14422607421875,40.92776107788086,11:20:34.61,+40:55:39.9,original,SBb?t
39438,587742014909448315,221.31430053710935,19.21885681152344,14:45:15.43,+19:13:07.9,original,Ei
39454,587738616493768778,184.05978393554688,37.20098114013672,12:16:14.35,+37:12:03.5,original,SBb2l
39481,587742773478686931,165.28770446777344,15.704842567443848,11:01:09.05,+15:42:17.4,original,Sb
39483,587729408080216086,252.49038696289065,38.75796890258789,16:49:57.69,+38:45:28.7,original,SBb2t(r)
39485,587729387152343108,181.81219482421875,60.07239532470703,12:07:14.93,+60:04:20.6,original,SBb2l(r)
39489,588848901531828389,199.48849487304688,1.1865146160125732,13:17:57.24,+01:11:11.5,original,SBb2m
39490,587739810488254549,216.98675537109372,23.64332389831543,14:27:56.82,+23:38:36.0,original,Er
39510,587733081343000690,158.28890991210938,52.38770294189453,10:33:09.34,+52:23:15.7,original,Sb?t(r)
39513,587738618104709131,184.9273834228516,38.49103164672852,12:19:42.57,+38:29:27.7,original,SBb2t
39514,587731870173429857,189.8920745849609,55.62862396240234,12:39:34.10,+55:37:43.0,original,Ei
39546,587732702327537842,156.76951599121094,6.598450660705566,10:27:04.68,+06:35:54.4,extra,Sc?t
39572,588016879365390609,128.92160034179688,27.401029586791992,08:35:41.18,+27:24:03.7,original,SBb2l
39602,588017626153549955,179.18899536132812,44.474754333496094,11:56:45.36,+44:28:29.1,original,SBb2t
39603,587732769979498571,177.2921600341797,8.698946952819824,11:49:10.12,+08:41:56.2,original,Sb3l(r)
39625,587728918445818004,207.41123962402344,62.95253753662109,13:49:38.70,+62:57:09.1,original,Ec
39640,587733441051492406,244.50991821289065,38.21295166015625,16:18:02.38,+38:12:46.6,original,Er
39647,587726033848369314,155.34664916992188,3.1486189365386963,10:21:23.20,+03:08:55.0,original,SBb2m
39653,588017702415303044,230.26190185546875,8.018288612365723,15:21:02.86,+08:01:05.8,original,SBc
39668,587739809410777282,207.70870971679688,24.590106964111328,13:50:50.09,+24:35:24.4,original,SBb1t(r)
39680,587736783607365887,243.25315856933597,33.035396575927734,16:13:00.76,+33:02:07.4,original,Ei
39694,587732482212036703,182.15286254882807,49.077880859375,12:08:36.69,+49:04:40.4,original,SBb(r)
39696,588011217524555917,203.9570159912109,60.41801452636719,13:35:49.68,+60:25:04.9,original,Sc2m
39700,587742773479276664,166.6161651611328,15.886016845703123,11:06:27.88,+15:53:09.7,original,Sb?l
39704,587735694830403705,173.72909545898438,55.89519500732422,11:34:54.98,+55:53:42.7,original,Sb?m
39717,587737827291758789,132.69061279296875,60.39722442626953,08:50:45.75,+60:23:50.0,original,Er
39738,587742060554944656,230.0225524902344,15.556254386901855,15:20:05.41,+15:33:22.5,original,Sb
39755,588017605222072469,187.72238159179688,45.219459533691406,12:30:53.37,+45:13:10.1,extra,Ser
39758,588010358004973669,162.8394317626953,3.630168437957764,10:51:21.46,+03:37:48.6,original,Sb2t
39777,587735343191621644,150.17575073242188,9.871766090393066,10:00:42.18,+09:52:18.4,original,Sb(r)
39786,587739407318843496,184.3857879638672,35.03190994262695,12:17:32.59,+35:01:54.9,original,Sb?m(r)
39789,587731500795363521,151.203857421875,53.14598083496094,10:04:48.93,+53:08:45.5,original,Ei
39822,587742015433867420,190.9806060791016,23.5844841003418,12:43:55.35,+23:35:04.1,original,Sb?t
39826,587736546851094651,232.3264312744141,5.351842880249023,15:29:18.34,+05:21:06.6,original,SBb(r)
39834,588018090008641855,243.31851196289065,29.384374618530277,16:13:16.44,+29:23:03.7,original,Ei
39836,587725040635543737,195.49790954589844,-2.4234373569488525,13:01:59.50,-02:25:24.4,original,Sb?t
39859,587731912036253888,139.9678497314453,47.55081558227539,09:19:52.28,+47:33:02.9,original,Ei
39867,587732769973993647,164.50485229492188,8.252790451049805,10:58:01.16,+08:15:10.0,original,Er
39913,587726031728476366,218.40090942382807,1.305895209312439,14:33:36.22,+01:18:21.2,original,Sc?t
39921,587725041172021415,194.6257781982422,-1.976511001586914,12:58:30.19,-01:58:35.4,extra,SBc
39943,587729160041594888,197.9741668701172,5.527323246002197,13:11:53.80,+05:31:38.4,original,SBb1t(r)
39947,587739407854927930,182.2369537353516,35.518531799316406,12:08:56.87,+35:31:06.7,original,Sb?t(r)
39970,587741708326928845,129.4542236328125,15.742354393005373,08:37:49.01,+15:44:32.5,original,SBb4t
39973,587742014372053288,220.02932739257807,19.06937026977539,14:40:07.04,+19:04:09.7,original,SBb2m
39996,587736783612412222,252.79188537597656,25.1726188659668,16:51:10.05,+25:10:21.4,original,Sb2l
40003,587742589870801176,246.9382476806641,9.82780647277832,16:27:45.18,+09:49:40.1,original,SBb(r)
40006,587738568164704481,180.41403198242188,14.055018424987791,12:01:39.37,+14:03:18.1,original,SBc4m(r)
40018,588298663040385166,196.72706604003903,46.73260498046875,13:06:54.50,+46:43:57.4,original,Sc2t
40049,587742190448279748,200.62982177734372,24.2952823638916,13:22:31.16,+24:17:43.0,original,SBb2t
40055,588015509280718932,25.90600204467773,0.1852322369813919,01:43:37.44,+00:11:06.8,stripe82,Sb2l(r)
40065,587739379920339147,233.2843170166016,24.042953491210938,15:33:08.24,+24:02:34.6,original,Sb?t
40071,587729160047689910,211.9906311035156,5.219062328338623,14:07:57.75,+05:13:08.6,original,Ser
40077,587732771581591709,157.51426696777344,8.895618438720703,10:30:03.42,+08:53:44.2,original,Er
40097,587729653425045877,253.63804626464844,35.433048248291016,16:54:33.13,+35:25:59.0,original,Ei
40100,587731187807813917,344.6844177246094,1.093847393989563,22:58:44.26,+01:05:37.9,stripe82,Sb?t(r)
40113,587726033306517721,143.9723358154297,2.4084391593933105,09:35:53.36,+02:24:30.4,original,Sb?t(r)
40114,587722984432599180,198.6104278564453,0.9089263081550598,13:14:26.50,+00:54:32.1,original,Ei
40115,588016840172306665,126.6779556274414,25.26986122131348,08:26:42.71,+25:16:11.5,original,Ei
40136,587735665303093405,201.63751220703125,55.90996170043945,13:26:33.00,+55:54:35.9,original,Sc?t
40144,587732772118659291,157.96241760253906,9.365055084228516,10:31:50.98,+09:21:54.2,original,Sb2t(r)
40193,587739720844116124,235.0940704345703,20.536954879760746,15:40:22.58,+20:32:13.0,original,Ei
40197,587739607561666634,205.989013671875,29.649003982543945,13:43:57.36,+29:38:56.4,original,Er
40201,587726033311563892,155.44871520996094,2.726394891738892,10:21:47.69,+02:43:35.0,original,SBb3t
40211,588017719573479451,191.55044555664065,41.13664627075195,12:46:12.11,+41:08:11.9,original,SBb2t(r)
40213,588017990687129695,198.28077697753903,9.241293907165527,13:13:07.39,+09:14:28.7,original,Ser
40220,587742014881726580,153.4821014404297,20.100364685058597,10:13:55.70,+20:06:01.3,original,Sc2t
40224,588017704029782434,239.21026611328125,7.728609561920166,15:56:50.46,+07:43:43.0,original,Sc?t(r)
40244,588017990686343300,196.5074462890625,9.27856731414795,13:06:01.79,+09:16:42.8,original,Sc2t
40248,587734305953153185,336.9620666503906,0.8608915209770203,22:27:50.90,+00:51:39.2,stripe82,SBc4m(r)
40250,587739607560224885,202.23577880859372,30.15021514892578,13:28:56.59,+30:09:00.8,original,Ei
40253,587736783073640651,249.0136566162109,27.92645263671875,16:36:03.28,+27:55:35.2,original,Ei
40282,587729778519900401,218.72671508789065,-1.2716838121414185,14:34:54.41,-01:16:18.1,original,Ei
40313,587725470666916056,123.79794311523438,46.8460578918457,08:15:11.51,+46:50:45.8,original,Sb?t
40366,588010880378142948,199.34637451171875,5.891128540039063,13:17:23.13,+05:53:28.1,original,SBb?m
40375,588017625632604294,226.2505798339844,36.00396728515625,15:05:00.14,+36:00:14.3,original,Sb
40379,587739827664453774,214.13548278808597,24.173484802246094,14:16:32.52,+24:10:24.5,original,Ei
40382,587741491438420152,149.92750549316406,26.32059860229492,09:59:42.60,+26:19:14.2,original,Sb2t
40394,587738947746660522,153.65774536132812,35.981285095214844,10:14:37.86,+35:58:52.6,extra,SBb2l
40415,588017626151714879,173.24810791015625,43.99316787719727,11:32:59.55,+43:59:35.4,original,Sb2t(r)
40435,588017948278128715,184.36380004882807,42.46870040893555,12:17:27.31,+42:28:07.3,original,Sb?t(r)
40436,587728880331784449,134.70118713378906,3.2982616424560547,08:58:48.28,+03:17:53.7,original,SBc?t
40450,587741391571910855,142.57191467285156,25.31317138671875,09:30:17.26,+25:18:47.4,original,Sc2t
40452,587739609709477999,207.28233337402344,31.034019470214844,13:49:07.76,+31:02:02.5,original,SBb2t
40504,587739408379609275,149.331787109375,30.70946502685547,09:57:19.63,+30:42:34.1,original,Sc?t
40511,587722984436990089,208.63429260253903,0.8852135539054871,13:54:32.23,+00:53:06.8,original,SBb3m
40515,588007004724986071,232.95567321777344,54.89320373535156,15:31:49.36,+54:53:35.5,original,Sb(r)
40526,587735695366750230,171.49606323242188,56.12312316894531,11:25:59.06,+56:07:23.2,extra,SBc?t
40548,588297865266659440,175.13601684570312,47.90129852294922,11:40:32.64,+47:54:04.7,original,SBb?t
40549,587739811035414848,241.04840087890625,16.638412475585938,16:04:11.62,+16:38:18.3,original,Ei
40585,587739828198375576,206.9490509033203,25.87348175048828,13:47:47.77,+25:52:24.5,original,Er
40594,587742592548143268,209.3551025390625,14.99176788330078,13:57:25.22,+14:59:30.4,original,SBb?t
40596,587742772942078057,165.8565673828125,15.41186809539795,11:03:25.58,+15:24:42.7,original,SBb2t
40627,588010879837470839,190.62429809570312,5.56524658203125,12:42:29.83,+05:33:54.9,original,SBb?t
40680,588011219135496276,206.22515869140625,61.36963653564453,13:44:54.04,+61:22:10.7,original,SBb2m
40703,587726015090327815,228.87841796875,1.6095062494277954,15:15:30.82,+01:36:34.2,original,SBb4t
40745,587729157892603983,194.50845336914065,3.889233350753784,12:58:02.03,+03:53:21.2,original,SBc2t
40750,587739457228898396,229.60548400878903,23.47041702270508,15:18:25.32,+23:28:13.5,original,Sb?m(r)
40752,587741726043996225,190.44677734375,24.796863555908203,12:41:47.23,+24:47:48.7,original,SBb2t(r)
40777,587729388230869209,203.6869201660156,59.618988037109375,13:34:44.86,+59:37:08.4,original,Sc
40781,587724649255403672,176.23109436035156,-2.610898017883301,11:44:55.46,-02:36:39.2,original,Sc
40798,587739810498413054,240.5772705078125,16.271114349365234,16:02:18.54,+16:16:16.0,original,SBc
40819,587729160574795884,189.6009979248047,6.1599955558776855,12:38:24.24,+06:09:36.0,original,Sb2t
40823,587742902331244663,201.23715209960935,16.23566436767578,13:24:56.92,+16:14:08.4,original,SBb?m(r)
40855,587739407321792604,192.59469604492188,34.87748718261719,12:50:22.73,+34:52:39.0,original,Sb2t(r)
40908,587724649263399063,194.59878540039065,-2.670233726501465,12:58:23.71,-02:40:12.8,original,Sb?m(r)
40909,588017711511371848,207.36981201171875,49.60646438598633,13:49:28.75,+49:36:23.3,original,SBb2m
40970,587736546852864355,236.36338806152344,4.915069103240967,15:45:27.21,+04:54:54.2,original,SBc?t
40983,587726033321132153,177.2912139892578,2.9471659660339355,11:49:09.89,+02:56:49.8,original,SBb2l
40988,587732702323409184,147.41932678222656,5.790533542633057,09:49:40.64,+05:47:25.9,original,Er
40999,587738615419240482,181.8736724853516,36.37466049194336,12:07:29.68,+36:22:28.8,original,Sb?t(r)
41037,587741726043603093,189.54063415527344,24.84476852416992,12:38:09.75,+24:50:41.2,original,SBc2t
41049,587735346966429791,189.40911865234372,13.82175636291504,12:37:38.19,+13:49:18.3,original,Sb
41068,587739099128725590,161.24549865722656,36.20835113525391,10:44:58.92,+36:12:30.1,original,SBb2m
41115,588297863652180113,162.98915100097656,44.76013946533203,10:51:57.40,+44:45:36.5,extra,Sb?t(r)
41160,587739407330246854,215.349365234375,31.33415985107422,14:21:23.85,+31:20:03.0,original,Sb2t(r)
41164,587739131888599233,230.6106414794922,28.05620574951172,15:22:26.55,+28:03:22.3,original,SBb1t(r)
41167,587742572147638333,168.1389923095703,18.96736717224121,11:12:33.36,+18:58:02.5,original,Sb?t(r)
41176,587739382597943362,217.87039184570312,31.617162704467773,14:31:28.89,+31:37:01.8,original,Sb2m
41221,588017571928080565,205.2069091796875,12.714618682861328,13:40:49.66,+12:42:52.6,original,Ec
41248,587739407334572212,226.14036560058597,27.96570587158203,15:04:33.69,+27:57:56.5,original,SBb2l
41259,587739843769335821,209.0279693603516,22.10882568359375,13:56:06.71,+22:06:31.8,original,Sc?t
41274,587725074454806843,138.39181518554688,-0.2526553273200989,09:13:34.04,+00:15:09.6,original,SBb?t(r)
41294,587741709936230777,126.01646423339844,15.710139274597168,08:24:03.95,+15:42:36.5,original,SBb?t
41304,587735490819588328,217.27853393554688,45.900787353515625,14:29:06.85,+45:54:02.8,original,SBb2t(r)
41321,587732701793681600,163.82009887695312,6.448983669281006,10:55:16.82,+06:26:56.3,original,SBb2m
41332,588017625083478098,190.7559356689453,43.71811294555664,12:43:01.42,+43:43:05.2,original,SBb2t
41333,587739827138789727,239.989013671875,15.82813835144043,15:59:57.36,+15:49:41.3,original,Sc
41335,587739607554064488,185.948486328125,31.26154899597168,12:23:47.64,+31:15:41.6,original,Sen
41345,588017704538734731,174.44882202148438,13.00067138671875,11:37:47.72,+13:00:02.4,original,Sc?t
41358,587733603731570738,247.79042053222656,37.42239761352539,16:31:09.70,+37:25:20.6,original,Ei
41372,587742060516999490,139.2532501220703,15.29984188079834,09:17:00.78,+15:17:59.4,original,Sb
41375,588016891712438378,155.41635131835938,38.52215576171875,10:21:39.92,+38:31:19.8,original,Sb+t
41379,587737827285991741,119.07562255859376,49.725955963134766,07:56:18.15,+49:43:33.4,original,Sb(r)
41381,587742013832888551,214.4922637939453,19.74001884460449,14:17:58.14,+19:44:24.1,original,SBb1t(r)
41405,588848900449697963,180.37591552734372,0.4081339836120605,12:01:30.22,+00:24:29.3,original,SBb2m
41411,588023240743059575,133.9919891357422,17.220035552978516,08:55:58.08,+17:13:12.1,original,SBb2m
41424,587729971252822311,223.5733795166016,-1.821365475654602,14:54:17.61,-01:49:16.9,original,Sb(r)
41437,588848900434297004,145.22039794921875,0.4108240306377411,09:40:52.90,+00:24:39.0,original,Sc?t
41444,588007004720922702,219.0773468017578,60.47822570800781,14:36:18.56,+60:28:41.6,original,Sb?m
41453,588011217535828054,240.88671875,46.14419174194336,16:03:32.81,+46:08:39.1,original,SBb2t(r)
41463,587738948822171768,158.13534545898438,37.912689208984375,10:32:32.48,+37:54:45.7,original,SBb2l(r)
41466,587741709413449912,158.9456024169922,25.410356521606445,10:35:46.94,+25:24:37.3,original,Sc4m
41468,587731512614912170,39.71042251586914,-0.0307580307126045,02:38:50.50,+00:01:50.7,stripe82,Sb2m(r)
41491,588009370154369127,184.85812377929688,61.38400650024414,12:19:25.95,+61:23:02.4,original,SBb2m
41524,587729158445990116,232.24937438964844,2.8286473751068115,15:28:59.85,+02:49:43.1,original,SBc2m
41565,587739647283298404,170.82765197753906,31.682357788085938,11:23:18.64,+31:40:56.5,original,Sb?t
41585,587739811020996722,206.94467163085935,26.09935188293457,13:47:46.72,+26:05:57.7,original,Ser
41600,587741490908102728,166.5897979736328,29.26484680175781,11:06:21.55,+29:15:53.4,original,Ei
41609,588017991760019614,196.3843231201172,10.16446590423584,13:05:32.24,+10:09:52.1,original,SBb2m(r)
41650,587726031726772410,214.5129852294922,1.4707940816879272,14:18:03.12,+01:28:14.9,original,Sb
41662,587733081883082812,169.86822509765625,55.017189025878906,11:19:28.37,+55:01:01.9,original,SBc?t
41667,587742616176165557,248.8641357421875,12.249526023864746,16:35:27.39,+12:14:58.3,original,SBb?m(r)
41682,587742615100654021,244.5814514160156,12.87873077392578,16:18:19.55,+12:52:43.4,extra,Sc?t
41688,587742062125187309,133.35638427734375,14.98359203338623,08:53:25.53,+14:59:00.9,original,Er
41689,588017625622577231,197.81195068359372,43.43820571899414,13:11:14.87,+43:26:17.5,original,Sc?t(r)
41692,587728905563734164,119.4633331298828,34.9893798828125,07:57:51.20,+34:59:21.8,original,SBb2m
41694,587741490904170604,156.46324157714844,27.48143768310547,10:25:51.18,+27:28:53.2,original,Ei
41707,587732152032690362,147.28646850585938,42.4664192199707,09:49:08.75,+42:27:59.1,original,Ei
41721,587733080817008759,200.4031982421875,54.07381820678711,13:21:36.77,+54:04:25.7,original,Sc
41738,587736940379701447,235.48178100585935,27.13205909729004,15:41:55.63,+27:07:55.4,original,SBb?m(r)
41755,588007004190539895,239.099609375,50.82982635498047,15:56:23.91,+50:49:47.4,original,Sb2m
41758,587731680656490666,135.72259521484375,43.24777221679688,09:02:53.42,+43:14:52.0,extra,Ei
41776,587739375627993122,142.8809051513672,26.47982215881348,09:31:31.42,+26:28:47.4,original,Sb?m(r)
41801,587734892755943514,186.53665161132807,9.979775428771973,12:26:08.80,+09:58:47.2,original,Sc?t
41805,587739843769860220,210.3321533203125,21.8625545501709,14:01:19.72,+21:51:45.2,original,SBb2t(r)
41820,587728879803236600,153.71914672851562,3.891272783279419,10:14:52.60,+03:53:28.6,original,Er
41826,587732048946593949,145.94854736328125,49.89738082885742,09:43:47.65,+49:53:50.6,original,SBb2t(r)
41836,587736478669406386,227.9651336669922,9.715295791625977,15:11:51.63,+09:42:55.1,original,Er
41838,588010880378536061,200.2012176513672,5.835458278656006,13:20:48.29,+05:50:07.6,original,SBb?t(r)
41842,587741602027929789,174.29556274414062,27.18007469177246,11:37:10.94,+27:10:48.3,original,Ei
41856,588011124116422826,198.69027709960935,62.06598281860352,13:14:45.67,+62:03:57.5,original,SBb2t(r)
41869,587741491438420160,149.9467010498047,26.286481857299805,09:59:47.21,+26:17:11.3,original,Sc2m
41895,587741817324634242,162.75450134277344,23.978538513183597,10:51:01.08,+23:58:42.7,original,Sb(r)
41896,587729385537863775,165.24147033691406,57.24059677124024,11:00:57.95,+57:14:26.1,original,Sc?t
41930,587739457761443999,219.41546630859372,27.085912704467773,14:37:39.71,+27:05:09.3,original,SBc?t
41936,587741532246704232,165.85806274414062,28.01087760925293,11:03:25.94,+28:00:39.2,original,Ser
41937,587745244169240605,160.13905334472656,18.29151725769043,10:40:33.37,+18:17:29.5,original,Ser
41955,588017569779548294,202.6036834716797,11.214561462402344,13:30:24.88,+11:12:52.4,original,Ei
41984,587736940374130816,222.2321929931641,32.81029510498047,14:48:55.73,+32:48:37.1,original,Ei
41989,587742774563569799,191.7774200439453,17.413318634033203,12:47:06.58,+17:24:47.9,original,SBb(r)
41992,587739809957740776,231.93731689453125,19.089824676513672,15:27:44.96,+19:05:23.4,original,Sb1t(r)
42008,587729409154023673,253.64508056640625,39.11279296875,16:54:34.82,+39:06:46.1,original,Er
42019,587729751672750419,253.66294860839844,34.56108474731445,16:54:39.11,+34:33:39.9,original,SBb
42025,588018055129399640,252.8797607421875,25.411937713623047,16:51:31.14,+25:24:43.0,original,Sb2l(r)
42042,587735491356524577,217.5836944580078,46.0904426574707,14:30:20.09,+46:05:25.6,original,Ei
42078,587738948830822603,183.5866851806641,41.15402603149414,12:14:20.80,+41:09:14.5,original,Sb?t
42099,587739407852830878,176.39259338378906,35.208736419677734,11:45:34.22,+35:12:31.5,original,Sb
42137,587739720826814549,192.5208740234375,29.97241973876953,12:50:05.01,+29:58:20.7,extra,SBb?m(r)
42142,588011102640996532,232.2520446777344,52.87916946411133,15:29:00.49,+52:52:45.0,original,Ei
42176,588017723869429997,198.3919982910156,6.184296607971191,13:13:34.08,+06:11:03.5,original,SBc2t
42190,587742772943519826,169.2389373779297,15.697486877441406,11:16:57.34,+15:41:51.0,original,SBb?m
42194,587728919520215230,211.2672882080078,63.0458984375,14:05:04.15,+63:02:45.2,original,SBb2t
42196,588017569240580190,197.7442626953125,11.121115684509276,13:10:58.62,+11:07:16.0,original,Ei
42214,587741817323126870,159.1067352294922,23.29530906677246,10:36:25.62,+23:17:43.1,original,Sb
42235,587726016680296614,181.77459716796875,3.682524919509888,12:07:05.90,+03:40:57.1,original,Sc?t
42241,587732578307539100,154.85244750976562,6.51545000076294,10:19:24.59,+06:30:55.6,original,Er
42242,587739815849951454,232.35939025878903,24.21576499938965,15:29:26.25,+24:12:56.8,original,Sb?t(r)
42264,587728308022608014,154.86480712890625,1.5728839635849,10:19:27.55,+01:34:22.4,original,Sb4t(r)
42265,587729160052342904,222.6062774658203,4.633206844329834,14:50:25.51,+04:37:59.5,original,Er
42266,587729160056078529,231.1329345703125,4.171319007873535,15:24:31.90,+04:10:16.7,original,Ei
42278,587738615948705906,161.18942260742188,34.25293731689453,10:44:45.46,+34:15:10.6,original,Ei
42286,587736586055320047,253.8384552001953,18.94489479064941,16:55:21.23,+18:56:41.6,original,SBb(r)
42296,587735665306501263,214.249267578125,53.240997314453125,14:16:59.82,+53:14:27.6,original,SBb2t
42312,587735240100217080,130.04466247558594,29.12369537353516,08:40:10.72,+29:07:25.3,extra,SBb4m(r)
42322,587735241713451178,134.8394317626953,33.64341735839844,08:59:21.46,+33:38:36.3,original,SBb2t(r)
42339,587733081351848030,192.64768981933597,55.19607925415039,12:50:35.45,+55:11:45.9,original,SBb2m
42344,588017627228536957,183.06967163085935,45.607234954833984,12:12:16.72,+45:36:26.0,original,Er
42349,587729777446224070,218.8671417236328,-2.077469825744629,14:35:28.11,-02:04:38.9,original,SBb2t(r)
42364,587738574609449050,206.02073669433597,38.75398635864258,13:44:04.98,+38:45:14.4,original,Sb?t
42367,587725818563788876,201.0860748291016,67.54857635498047,13:24:20.66,+67:32:54.9,original,Er
42398,588017570847457484,189.12110900878903,12.606362342834473,12:36:29.07,+12:36:22.9,original,Er
42404,587736976885481773,237.3469696044922,25.627561569213867,15:49:23.27,+25:37:39.2,original,SBc?t
42407,587731513147916421,30.77110290527344,0.2301585078239441,02:03:05.06,+00:13:48.6,stripe82,Sb?t
42411,588017627232731240,196.69821166992188,45.028228759765625,13:06:47.57,+45:01:41.6,original,SBb2t(r)
42415,587731521203929308,129.27394104003906,38.48604965209961,08:37:05.75,+38:29:09.8,original,Ec
42417,587736619859378457,235.62339782714844,30.49200439453125,15:42:29.62,+30:29:31.2,original,Sen
