,dr7objid,ra,dec,rastring,decstring,sample,gz2_class
21449,587735662087766132,154.46536254882812,38.38282775878906,10:17:51.69,+38:22:58.2,original,Er
21457,588017724943368387,198.7844390869141,6.92287540435791,13:15:08.27,+06:55:22.4,original,Ei
21536,587730023327334551,216.97463989257807,6.972493171691895,14:27:53.91,+06:58:21.0,original,Er
21671,587742772951646262,188.50830078125,16.345571517944336,12:34:01.99,+16:20:44.1,original,Er
21677,588011124113211551,182.97276306152344,62.74946975708008,12:11:53.46,+62:44:58.1,original,Ec
21686,587738574608728163,204.06871032714844,39.18138885498047,13:36:16.49,+39:10:53.0,original,Er
21698,587729159520649562,234.54171752929688,3.623795747756958,15:38:10.01,+03:37:25.7,original,SBc2m
21721,587744728222793853,135.05508422851562,14.730886459350586,09:00:13.22,+14:43:51.2,original,Er
21859,587742190976893137,179.86785888671875,25.43441390991211,11:59:28.29,+25:26:03.9,original,Ei
21869,587739406233698445,153.96800231933594,30.11350440979004,10:15:52.32,+30:06:48.6,original,Er
21874,587739457758953601,213.23831176757807,28.747371673583984,14:12:57.19,+28:44:50.5,original,Ei
21875,587738410871685213,172.2549285888672,14.978106498718262,11:29:01.18,+14:58:41.2,original,Sc?t
21886,588017721178259613,173.7583465576172,42.00625228881836,11:35:02.00,+42:00:22.5,original,Ei
21983,588018056186953870,215.65208435058597,48.5884017944336,14:22:36.50,+48:35:18.2,original,Er
22067,587735743685591160,230.77789306640625,37.66977310180664,15:23:06.69,+37:40:11.2,original,Er
22183,588298662506659843,206.60134887695312,44.7676010131836,13:46:24.32,+44:46:03.4,original,Ei
22245,587739376692625634,122.4491195678711,17.84502601623535,08:09:47.79,+17:50:42.1,original,Er
22331,588017625612157017,165.0835723876953,42.45240020751953,11:00:20.06,+42:27:08.6,original,Ei
22371,587741709953990729,168.0672149658203,27.204086303710938,11:12:16.13,+27:12:14.7,original,Ei
22405,587729653963030982,255.8032073974609,33.544307708740234,17:03:12.77,+33:32:39.5,original,Er
22482,587731891648331780,164.84144592285156,56.60531997680664,10:59:21.95,+56:36:19.2,original,Er
22489,587728949589442722,161.4591827392578,0.4596270322799682,10:45:50.20,+00:27:34.7,original,Ei
22544,587734948586848474,140.84933471679688,8.676973342895508,09:23:23.84,+08:40:37.1,original,Ei
22633,587736752469967043,244.67181396484372,30.628387451171875,16:18:41.24,+30:37:42.2,original,Er
22693,587734948058366112,160.2872772216797,10.56574821472168,10:41:08.95,+10:33:56.7,extra,Sb?t
22770,587738953107636258,212.32791137695312,35.16024398803711,14:09:18.70,+35:09:36.9,original,Ei
22784,588017570316353582,202.44956970214844,11.709128379821776,13:29:47.90,+11:42:32.9,original,Ei
22791,587735744230392278,248.3584899902344,27.054311752319336,16:33:26.04,+27:03:15.5,original,Ei
22793,587742189363921037,174.00021362304688,23.848445892333984,11:36:00.05,+23:50:54.4,original,Er
22822,587745243088683159,144.3854217529297,14.6433744430542,09:37:32.50,+14:38:36.1,original,Ei
22847,588295841247592620,173.63739013671875,49.10154724121094,11:34:32.97,+49:06:05.6,original,Er
22944,587729752747278581,255.60482788085935,33.37987518310547,17:02:25.16,+33:22:47.6,original,Ei
22951,587738564408836484,130.053466796875,8.178985595703125,08:40:12.83,+08:10:44.3,original,Er
22969,587729159517307143,226.80386352539065,4.018335342407227,15:07:12.93,+04:01:06.0,original,Er
23022,588023668635402535,185.31878662109372,19.49879264831543,12:21:16.51,+19:29:55.7,original,Er
23061,587735696979525770,180.2757568359375,58.00295639038086,12:01:06.18,+58:00:10.6,original,Er
23122,587739375631269987,150.91224670410156,29.022003173828125,10:03:38.94,+29:01:19.2,original,Er
23173,587742593620377693,205.9263610839844,16.308948516845703,13:43:42.33,+16:18:32.2,original,Sb
23219,588017730299101214,185.2257232666016,8.276975631713867,12:20:54.17,+08:16:37.1,original,Er
23246,588017627234762838,203.0458984375,44.07379531860352,13:32:11.02,+44:04:25.7,original,SBc2l
23283,587728920056496265,208.5579376220703,64.00794219970703,13:54:13.91,+64:00:28.6,original,Er
23286,587729155209756772,188.02696228027344,65.22612762451172,12:32:06.47,+65:13:34.1,original,Ei
23312,587739132951855318,204.09169006347656,36.604286193847656,13:36:22.01,+36:36:15.4,original,Sb
23346,588848900997644432,205.658447265625,0.6848729252815247,13:42:38.03,+00:41:05.5,original,Ei
23358,588017722254622815,181.61163330078125,43.3647689819336,12:06:26.79,+43:21:53.2,original,Er
23382,587741533850435696,148.36363220214844,25.683618545532227,09:53:27.27,+25:41:01.0,original,Ser
23506,587745540510908727,133.915283203125,11.556355476379396,08:55:39.67,+11:33:22.9,original,Sb
23544,587734893829881906,186.9524688720703,10.679399490356444,12:27:48.59,+10:40:45.8,original,Sb
23553,587729155746562159,187.83042907714844,65.73016357421875,12:31:19.30,+65:43:48.6,original,Ei
23559,587729751130374282,243.22406005859372,44.13506317138672,16:12:53.77,+44:08:06.2,original,Sb
23562,588017725475389463,187.5963592529297,7.543056011199951,12:30:23.13,+07:32:35.0,original,Sb
23760,587739098062586060,183.07501220703125,37.79011535644531,12:12:18.00,+37:47:24.4,original,Er
23770,587738947207954462,149.0679473876953,34.08624649047852,09:56:16.31,+34:05:10.5,original,Ser
23834,587733080804884603,154.35398864746094,50.90425491333008,10:17:24.96,+50:54:15.3,original,SBb
23877,588017604694573195,216.3274383544922,40.489776611328125,14:25:18.59,+40:29:23.2,original,Ei
23988,588018091085791694,250.53782653808597,24.98060607910156,16:42:09.08,+24:58:50.2,original,Ser
24016,587732769975435350,167.79481506347656,8.460453987121582,11:11:10.76,+08:27:37.6,original,Ei
24065,587735665318035749,244.81661987304688,37.48671722412109,16:19:15.99,+37:29:12.2,original,Sc?t
24075,587739844323181190,248.1483612060547,11.291465759277344,16:32:35.61,+11:17:29.3,original,Ei
24124,588023046936134004,127.62622833251952,15.81118869781494,08:30:30.29,+15:48:40.3,original,Ec
24139,587739131887223018,227.42269897460935,29.413827896118164,15:09:41.45,+29:24:49.8,original,Ei
24149,587741709945602170,147.29847717285156,23.198415756225582,09:49:11.63,+23:11:54.3,original,Sc
24273,587736975807479950,227.04139709472656,29.222204208374023,15:08:09.93,+29:13:19.9,extra,Ei
24347,587722983892648040,191.61309814453125,0.4787235558032989,12:46:27.14,+00:28:43.4,original,Sb
24426,588295840713801810,184.24302673339844,49.19995880126953,12:16:58.33,+49:11:59.9,original,SBc2m
24449,587725551727608117,112.8836898803711,36.63612365722656,07:31:32.09,+36:38:10.0,original,Ei
24603,588017115053228178,212.6984100341797,43.60750198364258,14:10:47.62,+43:36:27.0,original,Ei
24624,587728307493208246,171.94187927246094,1.4124205112457275,11:27:46.05,+01:24:44.7,original,Ei
24655,587728308565442765,168.52520751953125,2.3929781913757324,11:14:06.05,+02:23:34.7,original,Er
24773,587738409789030532,151.4883575439453,12.103876113891602,10:05:57.21,+12:06:14.0,original,Ei
24804,588017605756715134,180.42996215820312,45.63445663452149,12:01:43.19,+45:38:04.0,original,Er
24808,588007005265723548,243.42514038085935,48.89924621582031,16:13:42.03,+48:53:57.3,original,Ei
24868,588017625079939109,179.59329223632812,43.815277099609375,11:58:22.39,+43:48:55.0,original,Er
24878,587726032796647643,205.74777221679688,2.5402824878692627,13:42:59.47,+02:32:25.0,original,Er
24906,588023722321444933,226.68679809570312,20.20306968688965,15:06:44.83,+20:12:11.1,original,Ei
24908,587731680651444527,124.51021575927734,35.627952575683594,08:18:02.45,+35:37:40.6,original,Er
24919,588017625624543414,203.95692443847656,42.67830657958984,13:35:49.66,+42:40:41.9,original,Sb
24928,587734894361968820,175.9458770751953,11.05607795715332,11:43:47.01,+11:03:21.9,original,Ei
24956,587739131877982256,203.4756622314453,35.86202621459961,13:33:54.16,+35:51:43.3,original,Ser
24979,587732703940706378,162.68832397460938,8.081893920898438,10:50:45.20,+08:04:54.8,original,Ei
25041,587736543093850368,219.57640075683597,8.783507347106934,14:38:18.34,+08:47:00.6,original,Ser
25069,588017977807929575,152.86085510253906,34.70348358154297,10:11:26.61,+34:42:12.5,original,Er
25109,587738195576815982,117.86207580566406,50.10270309448242,07:51:26.90,+50:06:09.7,extra,Sc?t
25240,588017111288512627,159.77529907226562,44.70676803588867,10:39:06.07,+44:42:24.4,original,Ei
25319,587741829656936554,164.4831085205078,23.843536376953125,10:57:55.95,+23:50:36.7,original,Ei
25394,587741602031665163,183.84640502929688,27.62621307373047,12:15:23.14,+27:37:34.4,original,Er
25451,587726032235069551,149.18496704101562,1.6912411451339722,09:56:44.39,+01:41:28.5,original,Er
25453,588017604696801475,222.3889923095703,38.36180114746094,14:49:33.36,+38:21:42.5,original,Er
25511,588017705080389795,185.65020751953125,13.71702480316162,12:22:36.05,+13:43:01.3,original,Ei
25596,587739810489827506,220.85220336914065,22.7581844329834,14:43:24.53,+22:45:29.5,original,Ei
25689,588017979979333826,220.8583221435547,35.148162841796875,14:43:26.00,+35:08:53.4,original,Er
25751,587739706335035569,212.7481689453125,25.990381240844727,14:10:59.56,+25:59:25.4,original,Ei
25773,587739651569549356,235.1942596435547,21.77253532409668,15:40:46.62,+21:46:21.1,original,Er
25778,587734621641048205,154.1915740966797,42.3261947631836,10:16:45.98,+42:19:34.3,original,Ei
25930,587739844850483256,226.8993377685547,19.060327529907227,15:07:35.84,+19:03:37.2,original,Er
26053,587725470673862849,142.36041259765625,58.1693115234375,09:29:26.50,+58:10:09.5,original,Ser
26071,587739380984250479,209.61094665527344,32.465450286865234,13:58:26.63,+32:27:55.6,original,Ser
26098,587735349112406027,185.7790985107422,15.50963306427002,12:23:06.98,+15:30:34.7,original,Er
26107,587726102028353826,232.0572662353516,3.927554130554199,15:28:13.74,+03:55:39.2,original,Sb
26116,587742592548405377,210.0035552978516,14.959452629089355,14:00:00.85,+14:57:34.0,original,Ei
26190,588018054575423622,212.1161193847656,48.20017623901367,14:08:27.87,+48:12:00.6,original,Er
26199,587732590104739984,181.17596435546875,59.43516159057617,12:04:42.23,+59:26:06.6,original,Er
26234,587742615639687769,249.53440856933597,11.525612831115724,16:38:08.26,+11:31:32.2,original,Er
26285,587729160577679464,196.16326904296875,6.070487022399902,13:04:39.18,+06:04:13.8,original,Ei
26412,587726032770957521,147.00424194335938,2.019801378250122,09:48:01.02,+02:01:11.3,original,Sen
26493,587735661014417624,156.009521484375,38.01153564453125,10:24:02.29,+38:00:41.5,original,Sc?t
26527,587734891678072918,176.97056579589844,9.008453369140623,11:47:52.94,+09:00:30.4,original,SBc2m
26554,587728879804153945,155.77703857421875,4.134548187255859,10:23:06.49,+04:08:04.4,original,Sc2l
26671,587733609093988754,253.14230346679688,32.868160247802734,16:52:34.15,+32:52:05.4,original,Ei
26722,587729781738635930,259.2882080078125,29.842493057250977,17:17:09.17,+29:50:33.0,original,Sb?t
26743,587736524298060014,211.62631225585935,6.245913982391357,14:06:30.31,+06:14:45.3,original,Er
26780,587728879804547212,156.7718505859375,4.089107513427734,10:27:05.24,+04:05:20.8,original,Sc?t
26846,587739304759591069,200.8732147216797,34.74237823486328,13:23:29.57,+34:44:32.6,original,Ser
26911,588010358539419804,157.1929931640625,3.902421474456787,10:28:46.32,+03:54:08.7,original,Er
26932,588007004186149131,226.515380859375,57.50836563110352,15:06:03.69,+57:30:30.1,original,Sc?t
26985,587742577529061565,216.4012451171875,17.728670120239258,14:25:36.30,+17:43:43.2,original,Ei
27043,587736619323949363,238.6345367431641,28.460590362548828,15:54:32.29,+28:27:38.1,original,Ei
27102,587739720287649904,186.4486083984375,29.6629638671875,12:25:47.67,+29:39:46.7,original,Ec
27104,587729228224069775,235.68746948242188,57.0428352355957,15:42:44.99,+57:02:34.2,original,SBb
27134,587741532256862382,192.41183471679688,29.32854652404785,12:49:38.84,+29:19:42.8,original,Sb
27216,588015507665715341,15.937140464782717,-1.1767873764038086,01:03:44.91,-01:10:36.4,stripe82,Ei
27291,587742008971231500,126.32185363769533,11.701255798339844,08:25:17.24,+11:42:04.5,original,Ei
27385,587733081352831188,196.6091766357422,55.05104446411133,13:06:26.20,+55:03:03.8,original,Er
27395,587739828745404654,231.4683990478516,20.26418113708496,15:25:52.42,+20:15:51.1,original,Sc2t
27435,588017705080324195,185.47021484375,13.692083358764648,12:21:52.85,+13:41:31.5,original,Ei
27451,587731870167990399,168.09005737304688,54.49332046508789,11:12:21.61,+54:29:36.0,original,Er
27466,587739810491400200,224.4779510498047,21.69822120666504,14:57:54.71,+21:41:53.6,original,Ei
27552,587739648895221834,174.14552307128906,33.21424102783203,11:36:34.93,+33:12:51.3,original,Sb
27624,587730847966560281,325.3692321777344,0.608266294002533,21:41:28.62,+00:36:29.8,stripe82,Er
27775,587739407302983855,142.7154083251953,27.537696838378903,09:30:51.70,+27:32:15.7,original,Ser
27791,587742013267247265,144.66392517089844,17.03461456298828,09:38:39.34,+17:02:04.6,original,Er
27819,587731512077385809,38.10016250610352,-0.5520421266555786,02:32:24.04,+00:33:07.4,stripe82,Ei
27927,587726032803528900,221.39938354492188,2.063165664672852,14:45:35.85,+02:03:47.4,original,Ei
27963,587722984432992401,199.54196166992188,0.9857146739959716,13:18:10.07,+00:59:08.6,original,Er
27989,588848901519245438,170.73582458496094,1.1322840452194214,11:22:56.60,+01:07:56.2,original,SBc
28061,587729153599406235,189.2865295410156,63.91243743896485,12:37:08.77,+63:54:44.8,original,Er
28127,587735666384896127,229.4688262939453,48.68440246582031,15:17:52.52,+48:41:03.8,original,Er
28144,587725775068070062,116.74256896972656,42.32096481323242,07:46:58.22,+42:19:15.5,original,Sb2t
28155,587735666385354866,230.6962127685547,48.00963592529297,15:22:47.09,+48:00:34.7,original,Er
28206,587736524836831463,215.97955322265625,6.275740146636963,14:23:55.09,+06:16:32.7,original,Er
28284,588017627228536949,183.07086181640625,45.51387786865234,12:12:17.01,+45:30:50.0,original,Er
28431,587736478132928702,228.87396240234372,9.203052520751951,15:15:29.75,+09:12:11.0,original,Ec
28536,587731872847626627,117.68910217285156,30.394332885742188,07:50:45.38,+30:23:39.6,original,Er
28573,588017722259603507,197.24685668945312,42.82604598999024,13:08:59.25,+42:49:33.8,original,Sc2t
28597,587742773478293669,164.3450469970703,15.72120475769043,10:57:22.81,+15:43:16.3,original,SBb
28777,587733411518808182,210.7032928466797,52.500221252441406,14:02:48.79,+52:30:00.8,extra,Ei
28782,587735237418877059,121.40703582763672,24.868427276611328,08:05:37.69,+24:52:06.3,original,Ei
28935,587731869627580544,155.6328125,51.58239364624024,10:22:31.87,+51:34:56.6,original,Er
28955,587739721897672727,184.8566131591797,31.031911849975582,12:19:25.59,+31:01:54.9,original,Er
28974,587733604258676897,224.6001739501953,52.90903091430664,14:58:24.04,+52:54:32.5,original,Sc3t
29072,587746209446887682,163.162353515625,8.675555229187012,10:52:38.96,+08:40:32.0,original,Er
29139,587732577764245783,140.177001953125,4.960716724395752,09:20:42.48,+04:57:38.6,original,Ei
29176,587729386081812669,196.1712646484375,58.82178497314453,13:04:41.10,+58:49:18.4,original,Ei
29213,587732157928571126,123.37569427490234,30.38115692138672,08:13:30.17,+30:22:52.2,original,Er
29253,587742013809557509,157.4088592529297,19.993200302124023,10:29:38.13,+19:59:35.5,original,Er
29255,588297863115374718,163.49057006835938,44.43059539794922,10:53:57.74,+44:25:50.1,original,Er
29319,587739609174442119,211.8402099609375,29.64424705505371,14:07:21.65,+29:38:39.3,original,Er
29323,587732702333763723,171.08248901367188,7.233824729919434,11:24:19.80,+07:14:01.8,original,Er
29382,587737827829874938,136.2232666015625,62.70652389526367,09:04:53.58,+62:42:23.5,original,Ei
29390,587742568935719041,162.75440979003906,19.343629837036133,10:51:01.06,+19:20:37.1,original,Er
29418,587738568176697418,208.53302001953125,12.854474067687988,13:54:07.92,+12:51:16.1,original,Ei
29438,587736808842330395,216.7959442138672,13.023460388183594,14:27:11.03,+13:01:24.5,original,Er
29484,588017721180291223,179.8692626953125,42.5952262878418,11:59:28.62,+42:35:42.8,original,Ei
29518,587735349114896478,191.6952972412109,15.487548828125,12:46:46.87,+15:29:15.2,original,Sc?t
29520,587739845381521610,213.22628784179688,22.666025161743164,14:12:54.31,+22:39:57.7,original,Ei
29547,588017702393544827,179.80059814453125,11.50546646118164,11:59:12.14,+11:30:19.7,original,Ei
29566,588848899375890537,180.1501007080078,-0.5269110798835754,12:00:36.02,+00:31:36.9,original,SBc?t
29654,587739304218067075,187.7714385986328,35.28725814819336,12:31:05.15,+35:17:14.1,original,Sb?t
29699,587736543101190516,236.3424530029297,6.904543399810791,15:45:22.19,+06:54:16.4,original,Er
29708,588017947212709920,209.1549224853516,38.88106155395508,13:56:37.18,+38:52:51.8,original,Er
29763,587728880870948911,139.8300323486328,4.152822971343994,09:19:19.21,+04:09:10.2,extra,Sb2l
29838,587726102028091598,231.4424591064453,4.026297092437744,15:25:46.19,+04:01:34.7,original,Er
29862,587735663160262733,150.66961669921875,38.20726013183594,10:02:40.71,+38:12:26.1,original,Ei
29898,587733609627189583,247.2133636474609,39.755489349365234,16:28:51.21,+39:45:19.8,original,Ei
29907,588017978376060959,237.7621154785156,26.636940002441406,15:51:02.91,+26:38:13.0,original,Er
29965,587729776906666094,212.7503204345703,-2.6373677253723145,14:11:00.08,-02:38:14.5,original,Er
30106,587736620399198572,242.24606323242188,27.167940139770508,16:08:59.06,+27:10:04.6,original,Sc2t
30155,587741708341411965,163.3694305419922,25.18931198120117,10:53:28.66,+25:11:21.5,original,Er
30164,588017726558044313,208.23605346679688,7.798513412475586,13:52:56.65,+07:47:54.6,original,Er
30191,587729407546228751,256.4132995605469,32.96379852294922,17:05:39.19,+32:57:49.7,original,Er
30291,587731185136238804,13.92987823486328,-1.033739447593689,00:55:43.17,-01:02:01.5,stripe82,Er
30299,587739646208442525,168.01963806152344,30.47250366210937,11:12:04.71,+30:28:21.0,original,Ei
30361,588023047476609261,135.48179626464844,19.312227249145508,09:01:55.63,+19:18:44.0,original,Er
30365,588015509809070220,6.462578296661377,0.524516224861145,00:25:51.02,+00:31:28.3,stripe82,Sb2t
30407,587742013809557626,157.40374755859375,19.94873046875,10:29:36.90,+19:56:55.4,original,Er
30432,587730023336182000,237.19915771484372,5.062403678894043,15:48:47.80,+05:03:44.7,extra,Ei
30521,587732152569430132,146.6508026123047,42.64625549316406,09:46:36.19,+42:38:46.5,original,Ei
30555,588848901009637497,233.0681610107422,0.6322965025901794,15:32:16.36,+00:37:56.3,original,Ei
30589,588017712048701508,209.1360015869141,49.61972427368164,13:56:32.64,+49:37:11.0,original,Ei
30616,588017948809953413,168.84640502929688,41.61153030395508,11:15:23.14,+41:36:41.5,original,Ei
30630,587742616174330248,244.7681579589844,13.774564743041992,16:19:04.36,+13:46:28.4,original,Ei
30670,587731512614453318,38.54400634765625,-0.0017840299988165,02:34:10.56,+00:00:06.4,stripe82,SBc
30696,587745403607515427,130.4213409423828,10.96585750579834,08:41:41.12,+10:57:57.1,original,Ei
30704,587731186745868438,11.579183578491213,0.3775659799575805,00:46:19.00,+00:22:39.2,stripe82,Er
30715,588017626150141980,168.3717498779297,43.462589263916016,11:13:29.22,+43:27:45.3,original,Ei
30730,587731887350350059,131.26705932617188,43.68575668334961,08:45:04.09,+43:41:08.7,original,Ei
30785,587729751673733519,255.0467529296875,32.587440490722656,17:00:11.22,+32:35:14.8,original,Er
30797,587739811567763612,230.9420623779297,20.751304626464844,15:23:46.09,+20:45:04.7,original,Ei
30809,587728678470221993,196.31825256347656,64.67866516113281,13:05:16.38,+64:40:43.2,original,Er
30820,587732483281649831,167.79710388183594,48.57443237304688,11:11:11.30,+48:34:28.0,original,Ei
30827,587734861608452305,151.6568145751953,7.532638549804687,10:06:37.64,+07:31:57.5,original,Er
30858,587732771041771748,150.8292694091797,7.897396087646484,10:03:19.02,+07:53:50.6,original,Ei
30931,588023669713862734,196.7089385986328,19.9186954498291,13:06:50.15,+19:55:07.3,original,Er
31002,587727942955696366,139.74081420898438,1.148927092552185,09:18:57.80,+01:08:56.1,original,Er
31117,587732771580215489,154.3238525390625,8.682708740234375,10:17:17.72,+08:40:57.8,original,Ei
31175,587739811035742556,241.67648315429688,16.294967651367188,16:06:42.36,+16:17:41.9,original,Ei
31182,588017702920585413,156.9704132080078,10.632634162902832,10:27:52.90,+10:37:57.5,original,Ei
31188,587738570851483826,186.19512939453125,16.198854446411133,12:24:46.83,+16:11:55.9,original,Ec
31268,587733399187947747,253.8533935546875,28.10334587097168,16:55:24.81,+28:06:12.0,original,Er
31282,588017992311505194,230.18565368652344,7.805788040161133,15:20:44.56,+07:48:20.8,original,Ec
31287,587742629067489627,235.81642150878903,11.80807113647461,15:43:15.94,+11:48:29.1,extra,Ec
31290,587739828201193659,213.9337310791016,24.55028533935547,14:15:44.10,+24:33:01.0,original,Sb
31315,587731912572797112,138.64639282226562,47.49534225463867,09:14:35.13,+47:29:43.2,original,Ei
31360,587734863759147129,158.90748596191406,9.803060531616213,10:35:37.80,+09:48:11.0,original,Er
31384,588017702412025873,222.6224822998047,8.993802070617676,14:50:29.40,+08:59:37.7,original,Er
31398,587736897963163796,239.83737182617188,29.117002487182617,15:59:20.97,+29:07:01.2,original,Ei
31420,587739843771498585,214.25477600097656,21.25968170166016,14:17:01.15,+21:15:34.9,original,Ei
31439,588018090003792092,232.77264404296875,35.97123718261719,15:31:05.43,+35:58:16.5,original,Sb
31475,587739296160284840,162.1287841796875,33.536163330078125,10:48:30.91,+33:32:10.2,original,Ei
31525,587739828745208007,231.0529327392578,20.529874801635746,15:24:12.70,+20:31:47.5,original,Ser
31558,587738197188411586,117.66785430908205,52.63357162475586,07:50:40.29,+52:38:00.9,original,Ec
31597,587733398107783413,241.108154296875,38.151832580566406,16:04:25.96,+38:09:06.6,original,Ec
31728,587731514222051499,31.68585777282715,1.2293496131896973,02:06:44.61,+01:13:45.7,stripe82,Ei
31790,587735348025884686,155.779052734375,12.850101470947266,10:23:06.97,+12:51:00.4,original,Ei
31834,588848898833121453,166.7130889892578,-0.998875617980957,11:06:51.14,+00:59:56.0,original,Er
31872,587726033333518518,205.6678466796875,2.8988823890686035,13:42:40.28,+02:53:56.0,original,Er
31883,587725489986076825,252.025634765625,63.578857421875,16:48:06.15,+63:34:43.9,original,Ser
31950,588010359614275663,159.77203369140625,4.933291435241699,10:39:05.29,+04:55:59.8,original,Ser
31998,587732771585720453,166.9584503173828,9.715827941894531,11:07:50.03,+09:42:57.0,original,SBc2m
32004,587728670417223785,123.43482971191406,43.7540168762207,08:13:44.36,+43:45:14.5,original,Er
32007,587722982289965171,209.67523193359372,-0.6580080389976501,13:58:42.06,+00:39:28.8,original,Er
32009,587738409791062128,156.15086364746094,12.6959867477417,10:24:36.21,+12:41:45.6,original,Sb
32094,587741709422624835,182.1590576171875,27.71039581298828,12:08:38.17,+27:42:37.4,original,Er
32127,587737825682522239,139.08314514160156,61.59786224365234,09:16:19.95,+61:35:52.3,original,Er
32130,587735043613655243,131.79920959472656,31.150047302246094,08:47:11.81,+31:09:00.2,original,Ser
32134,587736942524825832,230.947509765625,31.195287704467773,15:23:47.40,+31:11:43.0,original,Er
32146,587739828753137812,248.56988525390625,13.510968208312988,16:34:16.77,+13:30:39.5,original,Sb
32180,587739809959379307,235.58126831054688,17.806072235107422,15:42:19.50,+17:48:21.9,original,SBb2m
32210,587726014547099768,214.3032073974609,1.7139912843704224,14:17:12.77,+01:42:50.4,original,Er
32403,587732772660772985,169.95791625976562,10.686891555786133,11:19:49.90,+10:41:12.8,original,Sb
32441,587735743151800623,237.8092041015625,33.40657424926758,15:51:14.21,+33:24:23.7,original,Er
32487,587742190438776935,176.66188049316406,24.81321907043457,11:46:38.85,+24:48:47.6,original,Ei
32492,587728670418141480,125.3519058227539,45.26448059082031,08:21:24.46,+45:15:52.1,original,Ei
32578,587742062127874300,139.53167724609375,16.801876068115234,09:18:07.60,+16:48:06.8,original,Er
32589,588017730302312557,192.6027069091797,8.130536079406738,12:50:24.65,+08:07:49.9,original,Ei
32691,587729160574337107,188.48822021484372,6.200684070587158,12:33:57.17,+06:12:02.5,original,Ei
32712,587736526445150391,210.71665954589844,7.819733142852783,14:02:52.00,+07:49:11.0,original,Ei
32840,587739158192914610,154.09524536132812,33.63816833496094,10:16:22.86,+33:38:17.4,extra,Sb
32847,587733432461623897,255.89205932617188,24.97108459472656,17:03:34.09,+24:58:15.9,original,Ec
32861,588010360157306958,173.80548095703125,5.72906494140625,11:35:13.32,+05:43:44.6,original,Sc?t
32876,587735743694700600,250.2547607421875,25.009981155395508,16:41:01.14,+25:00:35.9,original,Er
32929,588017991772930341,226.1870574951172,7.853519916534424,15:04:44.89,+07:51:12.7,original,Ei
33169,587742610271830312,233.0699462890625,11.371612548828123,15:32:16.79,+11:22:17.8,original,Sc
33289,587738066192302360,117.42733764648438,49.52306365966797,07:49:42.56,+49:31:23.0,original,Ser
33437,587733409911079071,219.2659454345703,48.60370635986328,14:37:03.83,+48:36:13.3,original,Er
33513,587735348039319659,187.34848022460935,14.758880615234377,12:29:23.64,+14:45:32.0,original,Ser
33523,587735430156189801,204.675048828125,48.30206680297852,13:38:42.01,+48:18:07.4,original,Ser
33649,588017564947578985,172.53289794921875,11.016397476196287,11:30:07.90,+11:00:59.0,original,Er
33669,587735241175335038,132.41966247558594,31.72282600402832,08:49:40.72,+31:43:22.2,original,Er
33729,587736916754235662,224.4320526123047,12.531086921691896,14:57:43.69,+12:31:51.9,original,Ei
33732,587728677929943189,178.3845977783203,64.4434814453125,11:53:32.30,+64:26:36.5,original,Ei
33751,588017571389767827,201.82354736328125,12.442222595214844,13:27:17.65,+12:26:32.0,original,Ei
33797,587728308027392145,165.79981994628906,1.7520930767059326,11:03:11.96,+01:45:07.5,original,Er
33836,587741421635830068,125.88037872314452,18.44815444946289,08:23:31.29,+18:26:53.4,original,Ei
33890,587736962921332927,216.9742584228516,32.62067031860352,14:27:53.82,+32:37:14.4,original,Er
33923,587731890040209516,175.5171661376953,56.588966369628906,11:42:04.12,+56:35:20.3,original,Er
34039,588017569241039014,198.834228515625,11.01211643218994,13:15:20.21,+11:00:43.6,extra,Ser
34042,587741602029764760,179.04737854003906,27.52328491210937,11:56:11.37,+27:31:23.8,original,Er
34066,587726016142770316,180.2156219482422,3.3155593872070312,12:00:51.75,+03:18:56.0,original,Er
34076,587731521208123542,139.27676391601562,44.522796630859375,09:17:06.42,+44:31:22.1,original,Er
34181,588295840709345430,168.93765258789062,48.08155059814453,11:15:45.04,+48:04:53.6,original,Er
34224,588017990155370635,210.03858947753903,8.144522666931152,14:00:09.26,+08:08:40.3,original,Er
34231,587736542557045009,219.65252685546875,8.425999641418457,14:38:36.61,+08:25:33.6,original,Ser
34389,587736975808463082,229.55972290039065,28.392881393432617,15:18:14.33,+28:23:34.4,original,Sb
34483,587745402529972679,122.15950012207033,7.760833263397217,08:08:38.28,+07:45:39.0,original,Er
34511,588017730304016508,196.6053771972656,8.139897346496582,13:06:25.29,+08:08:23.6,original,Ei
34543,587731521198948760,119.65001678466795,30.33292388916016,07:58:36.00,+30:19:58.5,original,Ei
34655,587734893830275191,187.91036987304688,10.720545768737791,12:31:38.49,+10:43:14.0,original,Ei
34656,588017949362487436,216.1377410888672,38.82208633422852,14:24:33.06,+38:49:19.5,original,Er
34670,587731870702239986,158.3234100341797,53.157527923583984,10:33:17.62,+53:09:27.1,extra,SBc2t
34695,587739608097292358,202.8634033203125,30.53163719177246,13:31:27.22,+30:31:53.9,original,Ei
34729,587739647273271463,145.5162811279297,26.04487419128418,09:42:03.91,+26:02:41.6,extra,Sc?t
34937,587739097524338792,179.02084350585938,37.18330383300781,11:56:05.00,+37:10:59.9,original,Ei
34948,588013382718914986,116.28797912597656,24.850326538085938,07:45:09.11,+24:51:01.2,original,Sb2m
34955,588017625617531052,181.87501525878903,44.2252311706543,12:07:30.00,+44:13:30.8,original,Er
